,0,1,2,3,4,5,6,7
34,"2 Storey Commercial Property For Sale in Nawala, Facing Main Road.",19 Jul  2:15 pm,"Nawala, Colombo","85,000,000",Two Storey Commercial Property  for Sale in Nawala.Facing Nawala Main Road.,Office,"Nawala, Facing Main Road.","2,100 sqft"
35,3 Story Building 3.7 P Colombo 2,19 Jul 11:04 am,"Colombo 2, Colombo","60,000,000",CLOSE TO RAILWAYS AND GALLE FACE.,Building,MAIN JUNCTION AT SLAVE ISLAND COLOMBO 2,850 sqft
36,Building for Sale in Pannipitiya,19 Jul 10:26 am,"Pannipitiya, Colombo","32,500,000",Building for sale in Pannipitiya=======================,Building,456 sqft,
37,Factory for Sale Piliyandala - C0686-F,19 Jul  7:52 am,"Maharagama, Colombo","25,000,000","10 perch and with Garment factory for sale in Maharagama Road, Piliyandala.",Factory / Workshop,"5,000 sqft",
38,Battaramulla Commercial Property | for Sale - CC550,19 Jul  7:52 am,"Battaramulla, Colombo","100,000,000",#. 4 Storeyed Commercial Building Is Available for Sale.,Building,"2,200 sqft",
39,COMMERCIAL PROPERTY & 43 P MAHARAGAMA,18 Jul  6:28 pm,"Maharagama, Colombo","50,000,000",Rs 50000000.00 LAKHSPER PERCH ( 1162790.00 LAKHS PER PERCH )Negotiable,Shop,FACING PAMUNUWA ROAD MAHARAGAMA,"2,000 sqft"
40,"Vehicle service station,spare parts shop and 4 floor building - Hanwella",18 Jul  1:08 pm,"Hanwella, Colombo","300,000,000",Well maintained vehicle service station in Hanwella town. It’s in the main road of Hanwella town. There’s a 4 floor building adjacent to the main road. First floor is rented to the NDB bank for 9 years. The rent of the bank is Rs 210 laks per month. The rest of the building is yet to be rented out. The land is 80 perches. The service station office with spare parts in the first floor. The profit of spare parts shop per month is Rs 6 laks. There’s a vehicle fitness service and the profit of it is Rs 1.5 laks per month.  The service station consists of purification system for engine oil and sewage clearing plus a 3 floor building towards the end of the land for employees to stay. It’s a 3 floor building with 30*30 surface area. The service have a profit of 7 laks per month. The building consists of 3 phase current with 62 amps transformer. Price is negotiable. For immediate sale due to migration. Rs 3000 laks,Building,"138/A, Pahala Hanwella, Hanwella","34,000 sqft"
41,Office /shop Space for Sale in Rajagiriya,18 Jul  7:18 pm,"Rajagiriya, Colombo","8,000,000","Shop & Office space available at Jana Jaya City, RajagiriyaShopping mall (4th floor)Brand new buildingWith all facilities* Escalators* Lifts* A/C* Smoke sensors* Security / CCTV* car park* Cinema* Food court* The Light Rail Transit (LRT) Ragagiriya station near by",Shop,250 sqft,
42,Hotel | For Sale In Malabe - MCP672,18 Jul  3:59 am,"Malabe, Colombo","250,000,000",A+ grade approved tourist board hotel.,Hotel,"5,000 sqft",
43,Building for Sale in Mattakkuliya,17 Jul  4:55 pm,"Colombo 15, Colombo","98,000,000",Well maintained building available in Mattakkuliya - Colombo 15. ( main road facing ) ,Building,Mattakkuliya - Colombo 15,"3,000 sqft"
44,"Valuable Commercial Land for Sale in Ramanayake Mawatha, Colombo 02",17 Jul  2:17 pm,"Colombo 2, Colombo","17,000,000","23.7p land situated in highly commercial area for immediate sale facing Ramanayake Mawatha, Colombo 02 next to Mobitel head office building. Ideal location for a corporate office or to establish any kind of business premises. There is separate 10ft private road can use to get access to the premises from behind. This is a life time investment opportunity must not miss. ",Building,"1,000 sqft",
