Unnamed: 0,0,1,2,3,4,5,6,7,8,9
1383,Brand New Super Luxury House Sale in Maharagama,11 Aug  9:51 pm,"Maharagama, Colombo","42,000,000",2Storey Brand new Super Luxury House for Sale in maharagama,maharagama,4,4,"4,000.0 sqft",10.0 perches
1384,3story 19.3P House For Sale in Nawala,19 Jul 12:33 am,"Nawala, Colombo","110,000,000",This House is located Nawala Koswattha  near Gateway  college ,Gunasekera Garden Nawala,5,4,"4,000.0 sqft",19.3 perches
1385,03 Story House & 25.5 P Sale Mt.lavinia,18 Jul 11:45 pm,"Mount Lavinia, Colombo","135,000,000",03 STORIED ARCHITECT DESIGN SUPER LUXURY HOUSE & 25.5 P SALE AT MT LAVINIA  ,150 METERS TO GALLE ROAD MT.LAVINEA,5,5,"6,000.0 sqft",25.5 perches
1386,2Storey Luxury House For Sale- Battharamulla with Swimming Pool,18 Jul 11:00 pm,"Battaramulla, Colombo","37,000,000","2Storey Luxury House For Sale in Battharamulla with Swimming Pool400 meters to thalahen junction Battharamulla*1 km to Malabe junction. *500 meters to Thalahena junction04 Bed Rooms 01 A/C Room04 Attach Bath Rooms Living RoomDining roomPantry /kitchenveranda,TV LobyParking available for 2vehicles.Landscaped Garden / Swimming Pool2nd floor with Roof top Access Road 18 feet Road Just about 900 meters to Battaramulla town. Easy access to government office, banks, super markets etc. Close proximity to passport office, ID office and Sethsiripaya. Situated in the highly commercialized area but a calm place.Call for Seen on appointments Genuine Buyers Only PLEASE CALL FOR SEEN ON APPOINTMENTS NO BROKERS PLZZZZZ. .",400 meters to thalahen junction Battharamulla,4,4,"3,500.0 sqft",10.0 perches
1387,Single New House for Sale in Kesbewa,18 Jul 10:29 pm,"Kesbewa, Colombo","11,000,000","Barnd New Singleh Story House For Sale in Bandaragama Road Makandara -Kesbewa------------------------*Its a New Single story house on 11perches  and is 1,550 sq ft.","Bandaragama Road, makandara, kesbewa",3,2,"1,550.0 sqft",11.0 perches
1388,Brand New 6.5 P House for Sale in Hokandara,18 Jul  9:54 pm,"Malabe, Colombo","23,500,000",Architect Designed Brand New 6.5P House For Sale in thalawathugoda,350 meters to Hokandara Road,5,4,"2,850.0 sqft",6.5 perches
1389,Brand New House for Sale Athurugiriya,18 Jul  9:25 pm,"Athurugiriya, Colombo","10,500,000","අතුරුගිරිය නගරයට අාසන්නව කාමර 3කින් සමන්විත නව නිවස විකිණීමට තිබේ. පර්චස් 6.5ක ඉඩම, වර්ග අඩි 1350 නිවස, ජල විදුලිය සමග සියලු නාගරික පහසුකම් වලින් සමන්විතයිපිරිසිදු ඔප්පු.මිල ගණන් සාකච්චා කරගත හැකිය",Athurugiriya,3,3,"1,350.0 sqft",6.5 perches
1390,Super Luxury Three Story House Sale For Battaramulla, 8 Aug  3:05 pm,"Battaramulla, Colombo","45,000,000",Brand New Super Luxury Three Story House Sale For Robert Gunawardena Mawatha Battaramulla ,"Robert Gunawardena Mawatha, Battaramulla",4,5,"3,000.0 sqft",7.5 perches
1391,Architectural Designed 4 Br Beautiful Luxury House for Sale in Moratuwa, 3 Aug  8:18 pm,"Moratuwa, Colombo","49,500,000","Architectural designed four bedroom beautiful luxury house built on 20 perch land for sale in St Peter’s Road, Moratuwa. Fully furnished house with all amenities and conveniently located in a secure and peaceful neighborhood with 30 feet wide road. Walking distance to Moratuwa town, new Galle road, supermarkets, restaurants etc. Three bathrooms, air conditioned master bedroom with attached bathroom and walking closet, living area, dining room, pantr y, kitchen, TV lounge, spacious garden, double garage automatic roller door, servants room and toilet and spacious roof top terrace. Facilities include telephone, hot water, Wifi, cable TV etc. Fully furnished with imported furniture and electrical appliances. Please contact for further details and viewing. You may please click on the below link for more photos.https://photos.app.goo.gl/EA2kdAHAJpjqjNYS9",,4,3,"4,500.0 sqft",20.0 perches
1392,House for Sale in Nawala,18 Jul  8:43 pm,"Nawala, Colombo","150,000,000",House For sale in Nawala===================,,5,3,"3,500.0 sqft",20.0 perches
1393,House for Sale in - Piliyandala,18 Jul  7:58 pm,"Piliyandala, Colombo","9,900,000","Piliyandala Madapatha   12 perch land,Just 3 km from Piliyandala town,  ""Fantasy Homes"" residential scheme, a very secure residential area. 3 bed rooms, 2 attached bathrooms,  open-plan pantry, large hall, kitchen, utility room, servant’s toilet, car porch, large garden and backyard. NSB Housing Loan.Inspection by appointment.","Madapatha,Piliyandala",3,3,"1,400.0 sqft",12.0 perches
1394,Luxury House for Sale on Malabe.,18 Jul  6:16 pm,"Malabe, Colombo","46,000,000",©Three story house with basement# Five bedrooms (Two A/C Rooms).# five bathrooms (Two attached & Three common).,udawatta road malabe.,5,5,"4,500.0 sqft",11.8 perches
1395,Luxury 03 store House for Sale in Kottawa - Siddamulla,20 Jul 10:52 am,"Kottawa, Colombo","45,000,000",Luxury 03 store house for sale in Kottawa - Siddamulla======================================,,6,3,"4,500.0 sqft",20.65 perches
1396,2 STORY NEW HOUSE in ATHURUGIRIYA,18 Jul  5:03 pm,"Athurugiriya, Colombo","19,000,000","Two story house in Walgama Athurugiriya4 Bedroom 4 Bathroom living room and kitchen Rolla Gart2 Vehicle parking 15-20 ft wide road Enters100, meter from main road2 Kms Experswey Athurugiriya4 Kms Experswey Kottawa3 Kms Homagama TwonTotal price Rs 19 Million",Homagama Road Walgama Athurugiriya,4,3,"2,780.0 sqft",8.0 perches
1397,Modern Luxury House for Immediate Sale - Moratuwa,18 Jul  4:27 pm,"Moratuwa, Colombo","32,500,000",A Modern Luxury House for Immediate Sale.PriceCall for More Details,St Peter'Road.Moratuwa,3,4,"2,970.0 sqft",13.2 perches
1398,Two Storey House in Athurugiriya,11 Aug 11:17 am,"Athurugiriya, Colombo","22,500,000","A two storey house, which can also be used as two separate units (Two separate electricity meters for upstairs and down stairs) is for sale in Athurugiriya closer to ARIYANA resort apartments. About 03 Kilometers to Athurugiriya Clock tower. A very Peaceful environment.",Walking distance to Athurugiriya ARIYANA resort apartments,5,3,"2,400.0 sqft",18.5 perches
1399,House With 20p Land Facing Duwa Road in Kotte, 9 Aug  9:18 am,"Kotte, Colombo","42,000,000","This 20p property faces a wide road and is placed in a very desirable residential location in Kotte. The old house on the property is occupied and livable, but no value has been assigned for it. Some of the key features of the property are",Duwa Road,3,2,"2,000.0 sqft",19.84 perches
1400,House for Sale in Pelawatta,18 Jul  3:34 pm,"Battaramulla, Colombo","29,000,000",House for Sale in Pelawatta=====================,,3,3,"3,000.0 sqft",6.0 perches
1401,House for Sale in Homagama,18 Jul  3:22 pm,"Homagama, Colombo","11,000,000","වර්ග අඩි 300 ක සාලය, කෑම කාමරය, ගරාජය, වට තාප්ප, ගේට්ටු, සම්පුර්ණම නිවස ටයිල් කර සිවිලිම ගසා ඇත. පොල් ගස් 09, කොස් ගස් 02 ක්, දෙල් ගස් 01  සහ පලතුරු වවා ඇත.","Pitipana South, Homagama",3,1,900.0 sqft,21.0 perches
1402,B / New Two Storied House For Sale in Malabe,14 Aug 11:02 am,"Malabe, Colombo","21,000,000","Brand New 2 Storied House For Sale In Pothuarawa Road, Malabe.07 Perches with Landscaped garden area.The house is completely tiled","Hokandara Road, Arangala.",4,4,"2,450.0 sqft",7.0 perches
1403,House for Sale - Kesbewa,15 Aug  4:56 pm,"Kesbewa, Colombo","9,200,000",******පදිංචි නොවූ නව නිවසක් විකිනීමට තිබේ*****  කහතුඩුව අධිවේගී පිවිසුමට මීටර් 650යි. ( 120 හොරණ කොළඹ ප්‍රධාන මාර්ගයට )                 * 138/2 බස් මර්ගයට මුහුණලා ඇත.               * නළ ජලය / විදුලිය / බැංකු ණය පහසුකම්               * සම්පූර්ණ ටයිල් කර ඇත. වට තාප්ප ගසා  ඇත   බාත් රූම් සෙටින් වලට වසර 20 ක වගකීමක්   ජනෙල් උලුවහු සහ වහලයේ ලී සදහා වසර 40 ක වගකීමක් සහිතව විකිනේ..    වැඩි විස්තර සදහා අමතන්න...,"සරණංකර මවත, පොල්ගස්සෝවිට.",3,1,"1,300.0 sqft",7.0 perches
1404,Brand New | 4 BED Two Story House Thalawathugoda,17 Jul 12:06 pm,"Talawatugoda, Colombo","32,500,000","Brand New Two Storied House Architect designed,Spacious Modern type house Situated in Thalawathugoda.*- 10 Perch Land","Hokadara Rd, Thalawathugoda",4,4,"3,200.0 sqft",10.0 perches
1405,House Sale in Kohuwala,17 Jul 12:05 pm,"Kohuwala, Colombo","100,000,000",A BEAUTIFUL HOUSE IN KOHUWALA36.95 PERCHES4 BED ROOMS3BATH ROOMSMAIDS AND DRIVERS WASH ROOMSSWIMMING POOLPARKING 06PRICE: LKR 100MILLION,H-KOHUWALA-01,4,3,"1,800.0 sqft",36.95 perches
1406,Full Luxury 3 Floor Modern House at Mount Lavinia Dehiwala,17 Jul 12:52 pm,"Mount Lavinia, Colombo","40,000,000",10 Perch LandClose to Galle Road and Mt Lavinia Town150 Metres to 	Mt Lavinia TownGood for Tourism Business tooLand Value - 25 MillionHouse Value - 30 MillionSelling together cheap for 40 MillionAlso servant toilet/bathroomroof terrace and enough free space. In the upstairs you can make another big room if you wanted or can keep as free space,Mount Lavinia Dehiwala Galle Road,3,2,"3,000.0 sqft",10.0 perches
1407,House in Athurugiriya,17 Jul 11:20 am,"Athurugiriya, Colombo","8,000,000","Hokandara , horahena road  ",,2,2,"1,300.0 sqft",10.0 perches
1408,House for Sale Kottawa,17 Jul 12:02 pm,"Kottawa, Colombo","24,800,000","Three Story House Include Basement Anex With A Finishing Roof (imported wooden) Top Near Mattegoda                                                             - 7 bedrooms, 3 bathrooms- lobby, 2 living rooms, 2 dining           rooms with 2 pantry- 2nd floor two balconies and         1st floor large one balcony - 3 bathrooms  - servant room- pipe born water with overhead water tank- solidly built house with double brick walls- upstair and basement 2 vehicle parks- surrounding walls- better and quiet invironment- 11.0 perch land and total floor area of 2500 Sq.ft","matthegoda, kottawa",7,3,"2,500.0 sqft",11.0 perches
1409,Brand New Single Story House for Sale - Athurugiriya,17 Jul 10:43 am,"Athurugiriya, Colombo","13,500,000","Brand New Single Story House For Sale In Galwarusawa Road, Athurugiriya.10 Perches Landscaped garden area.","Galwarusawa Rd, Athurugiriya.",3,3,"1,650.0 sqft",10.0 perches
1410,2 || Storied House For Sale in Baththaramulla,17 Jul 10:40 am,"Battaramulla, Colombo","30,000,000","Two storied house @ Pothuarawa. On 16 Perch Land Malabe Rd, Pothuarawa","Pothuarawa Road, Palawatta.",5,4,"3,500.0 sqft",16.0 perches
1411,House For Sale Aponsu Lane Dehiwala-Mount Lavinia,17 Jul 10:37 am,"Dehiwala, Colombo","32,000,000",90 % Completed House For Sale @ Dehiwala Urgent Sale 6 Perches2 Stories House 5 Bedroom 4 Bath room2 Parking  2 Road Access 20 Feet Both Road sized  3 Years old 300 Meters to Galle Road 50 Meters to Marine Drive 500 Meters to Arpico Super Market High Residential Area Best Price Good time For Investment Price 32 Million Negotiable,,5,4,"2,500.0 sqft",6.0 perches
1412,House For Sale - Kottawa,17 Jul 10:28 am,"Kottawa, Colombo","13,500,000","House for sale in Kottawa12 perch LAND with house3 Bedroom 1 Bathroom living room and kitchen12 ft wide road Enters200, metres from main road Rukmalee Colombo2 Kms Kottawa Twon2.5 Kms Darmapala College Pannipitiya3 Kms Experswey KottawaTotal Price Rs 13.5 MillionClear DeedsTo inspect the Land - Please inform 1 hours before",Balikaniwasa road Kottawa,3,1,"1,315.0 sqft",12.0 perches
1413,Single Storied || House For Sale In Athurugiriya,17 Jul 10:26 am,"Athurugiriya, Colombo","8,300,000","House @ Athurugiriya Road, Waduramulla.12.3 Perches with Landscaped garden area.","Athurugiriya Rd, Waduramulla",2,1,"1,600.0 sqft",12.0 perches
1414,Modern 3 Storied House For Sale - Athurugiriya,17 Jul 10:19 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
1415,Malabe Architect Designed Brand New 7.5 P House Sale - Kahanthota Road,17 Jul 10:19 am,"Malabe, Colombo","21,000,000",Architect Designed Brand New 7P House For Sale in Malabe - Kahanthota Road2km to Arangala junction 200 meters To 689 Nugegoda - Hokandara bus Route,200 meters To 689 Nugegoda - Hokandara bus Route,4,3,"2,850.0 sqft",7.5 perches
1416,Brand New Single Storied House for Sale in Malabe,17 Jul 10:12 am,"Malabe, Colombo","11,800,000","Single Storied House For Sale In Kahanthota Road, Malabe.8 Perches Landscaped garden area.","Kahanthota Rd, Malabe.",3,3,"1,500.0 sqft",8.0 perches
1417,Hokandara Architect Designed Brand New House for Sale in Malabe,17 Jul 10:10 am,"Malabe, Colombo","21,500,000",Architect Designed Brand New 6P House For Sale in Hokandara ,2.8km to thalawatugoda junction,4,3,"2,850.0 sqft",6.0 perches
1418,Brand New 2 Storied House For Sale in Malabe,17 Jul  9:59 am,"Malabe, Colombo","22,500,000","Brand New Two Storied House For Sale In Malabe Road, 08 Perches Landscaped garden area.","Kahanthota Rd, Malabe.",4,4,"2,800.0 sqft",8.0 perches
1419,Brand New 2 Story House for Sale - Malabe,17 Jul  9:53 am,"Malabe, Colombo","22,500,000","Brand New 2 story house for Sale in Malabe -kahanthota Road500 meters to kahanthota Road, malabe----------------------------------------------------------------------------------4 Bed rooms 4 bathroomsLiving, Room Dining Room Modern pantry cupboards area with Kitchen Finishing roofServant toiletPipe born water with over head water tankParking for 03 vehiclesRemote & Roller Shutter wicket gate2nd floor with Roof top terrace Clear Deeds Bank Load AvailableClose by Keels Super, Cargils Food City, Health Guard Pharmacy, Dispensary,international Schools price 22.5 Million (225Lakhs)NegotiablePlease call for Seen on appointment more information and PriceGENUINE BUYERS ONLYNO BROKERS","500 meters to kahanthota Road, malabe",4,4,"2,850.0 sqft",8.0 perches
1420,B / New 2 || Storied House @ Malabe,17 Jul  9:50 am,"Malabe, Colombo","30,000,000",Brand New Two Storied House For Sale In Malabe08 Perches with Landscaped garden area.,"Athurugirya Rd, Malabe",4,4,"3,900.0 sqft",8.0 perches
1421,House for Sale in Ratmalana,23 Jul 10:06 am,"Ratmalana, Colombo","24,500,000","Complete House for Sale Model Town Road, Ratmalana, approx. 1,500 Sq.Ft. floor area built on 19.60 Perches Land.",Model Town Road,3,2,"1,500.0 sqft",19.6 perches
1422,Thalawathugoda Rd Architect Designed Brand New House Sale in Hokandara,17 Jul  9:37 am,"Talawatugoda, Colombo","21,500,000",Architect Designed Brand New 6P House For Sale in Hokandara ,350 meters to Hokandara Road,4,3,"2,850.0 sqft",6.0 perches
1423,House for Sale Athurugiriya,17 Jul  9:24 am,"Athurugiriya, Colombo","8,300,000","අලුතින් සෑදූ නිවසසම්පූර්ණයනේම ටයිල් අල්ලා ඇතපිනිෂින් වහල වට තාප්ප බැද ග‌ේට්ටු දමා තිබ‌ෙවාහන 3 පමණ නැවතීම‌ෙ හැකියාව ඇතවිසිත්ත කාමරය, මුලුතැන් ‌‌‌, පැන්ට්‍ර කබඩ්, පිරිසිදු ඔප්පුමිල ගණන් සාකච්චා කර ගත හැකියතැරව් කරුුුුවන් අනවශයයි","M.D.H. Jayawardhana Mawatha, Athurugiriya",3,2,"1,600.0 sqft",10.0 perches
1424,Two Story Brand New Morden House For Sale Nugegoda,10 Aug  2:53 pm,"Nugegoda, Colombo","48,000,000",Two Story Brand New Morden House For Sale Nugegoda - Eambuldeniya,nugegoda,6,6,"3,000.0 sqft",10.0 perches
1425,New Single 10P House Sale - Homagama,17 Jul  8:28 am,"Homagama, Colombo","11,500,000",Brand New Singleh Story House For Sale  Homagama___________********____500meters to 128 Kottawa- Thalagala Bus Route.,500meters to 128 Kottawa - Thalagala,3,2,"1,650.0 sqft",10.0 perches
1426,02 Story Luxury House & 11.5 P Nawala,17 Jul  8:24 am,"Nawala, Colombo","72,500,000","Rs 72500,000",QUEEN PARK RESIDENCE QUEEN PARK ROAD D.M. COLABAGE MAWATHA NAWALA,4,4,"4,500.0 sqft",11.5 perches
1427,House for Sale Malabe,17 Jul  8:16 am,"Battaramulla, Colombo","6,500,000",Malabe kahanthota Road Less Then 1K. M 200meters pittugala junction,Malabe kahanthota,2,1,"1,000.0 sqft",6.0 perches
