,0,1,2,3,4,5,6,7
100,Land for Sale in - Kottawa,23 Jun  1:22 pm,"Kottawa, Colombo","5,500,000","Niskalanka Parisarayak Mattegoda Town Ekata 500m,kottawata 3.5km Adi 10para Idamatama Sampurna Niwasakata Aththiwaram Dama Kamara 3k Sada Etha.Viduliya Labagena Etha.Pol Gas 3k Etha",Commercial,10.0 perches,
101,Land for Sale Kottawa Moragahahena Road,23 Jun 10:16 am,"Kottawa, Colombo","350,000","129 කොට්ටා මොරගහහේන බස් පාරට නුදුරින් (මීටර් 100) නේවාසික බිම් කොටස් කිහිපයක් විකිණීමට .NSBM හරිත සරසවියට සහ මහින්ද රජපක්ෂ විදුහලට අසන්නව පදින්චියට මෙන්ම ආයෝජනයට ඔබේ  අවශ්‍යතාවය මත බිම් කොටසක් වෙන් කරවා ගන්න.පර්චස් 6 සිට බිම් කොටස් වෙන් කරවා ගත හැක.සියලු පහසුකම් සහිතයි.බැංකු ණය සමග ගෙවීමේ ක්‍රම රැසක්.ඔබේ  අවශ්‍යතාවය මත බිම් කොටසක් වෙන් කරවා ගන්න.සියලු පහසුකම් සහිතයි.බැංකු ණය සමග ගෙවීමේ ක්‍රම රැසක්.පර්චසය 325,000/=ගෙවිය යුතු අවම මුදල 420,000/=ඉතිරි මුදල බැංකු ණය මගින් හෝ අපගේ පහසු ගෙවීමේ ක්‍රම මගින් ගෙවන්න.",pitipana homagama,Residential,8.3 perches
102,Prime Residential Land in Kottawa Town,22 Jun  9:11 pm,"Kottawa, Colombo","1,100,000","8.7 perches land in Sama Mawatha. Extremely good residential area in a friendly neighborhood. Walking distance to Kottawa town. Keels Supermarket, Union Bank ATM, Filling station only a few steps away. Minutes to the Southern Expressway interchange. Clear Deeds.Call for price and more information ","Sama Mawatha, Kottawa",Residential,8.7 perches
103,Bare Lands in Piliyandala,25 Jun 12:00 pm,"Kottawa, Colombo","4,400,000",~~~ ආයෝජනයටත් පදිංචියටත් ~~~,"Kesbewa rd, Gonamaditta",Residential,6.0 perches
104,Lands foe Sale in Hokandara,20 Jul 10:52 am,"Kottawa, Colombo","780,000","මාලඹේ , කොට්ටාවා , මහරගම , අතුරුගිරිය නගරයන්ට මැඳිව________තලවතුගොඩ නගරයට නුදුරින්_______",Hokandara  rd,Residential,6.0 perches
105,25 P Commercial Land & Property Sale At Kottawa,19 Jun  8:57 pm,"Kottawa, Colombo","3,300,000",Rs 3300000.00 Lakhs per perchNegotiable,Facing High Level Road / Near Kottawa Junction  Kottawa,"Commercial, Residential",25.0 perches
106,Land for Sale/makubura - Kottawa,19 Jun  3:27 pm,"Kottawa, Colombo","480,000",AND FOR SALE. IN Makubura kottawa,"Hiripitiya , Wakubura","Residential, Other",40.0 perches
107,Land for Sale - Kottawa,28 Jun  2:52 pm,"Kottawa, Colombo","850,000","This land is with house (3 bedroom,1 bathroom, living hall,kitchen)well also available with water.house in good condition. Also buyer can build factory,farm,apartment,house or any thing.no water issues and other issues.call to this no.original deed",kottawa siddamulla junction,"Commercial, Residential, Other",11.0 perches
108,30 P Commercial Land Sale Kottawa,19 Jun 10:40 am,"Kottawa, Colombo","4,000,000",Rs 4000000.00 LAKHSPER PERCH,FACING HIGH LEVEL ROAD KOTTAWA / NEAR HIGHWAY ENTRANCE,"Commercial, Residential",30.0 perches
109,Kottawa - Land to Build Your Dream House,18 Jun 10:20 am,"Kottawa, Colombo","1,400,000",facing Kudamaduwa rd,"Kon gaha handiya, 255 rd, kottawa",Residential,9.3 perches
